hist_id,tree_id,tag_number,hazard_rating,DBH,notes,year
0,0,1070,Healthy,46,,2022
1,1,1071,Healthy,35.3,,2022
2,2,1072,Healthy,34.6,,2022
3,3,1073,Healthy,33.6,,2022
4,4,1086,Healthy,31.8,5.7 5.4 4.5 4.8 4.4 3.8 3.6,2022
5,5,1090,Some distress,22.8,10.5 4.8 7.5; limb dmg,2022
6,6,1092,Some distress,16.2,7.7 3.2 1.8 3.5,2022
7,7,1093,Healthy,54.6,18.8 17.6 18.2,2022
8,8,1094,Healthy,54.5,13.5 13.5 13.2 14.3,2022
9,9,1095,Healthy,58.7,pull tag out,2022
10,10,1096,Healthy,34.7,,2022
11,11,1135,Some distress,43.6,spongy moth nesting,2022
12,12,,Some distress,50.1,fab sculpt front; base rot,2022
13,13,,Healthy,35.4,"acadmy st, fab side stair",2022
14,14,1097,Healthy,60.1,pull tag out,2022
15,15,1099,Some distress,23.7,base rot,2022
16,16,1098,Healthy,36.9,15.3 9.8 11.8,2022
17,17,1100,Some distress,31.1,16.2 8.6 6.3,2022
18,18,1101,Healthy,48.7,20 28.7,2022
19,19,1134,Some distress,52.9,,2022
20,20,1127,Healthy,68.1,,2022
21,21,1126,Healthy,29.8,20.5 9.3,2022
22,22,1133,Healthy,33.6,,2022
23,23,1131,Extreme distress,67.6,,2022
24,24,1132,Healthy,57,,2022
25,25,1130,Healthy,28.9,,2022
26,26,1085,Healthy,29.5,,2022
27,27,1084,Healthy,21.8,,2022
28,28,1083,Extreme distress,12.6,,2022
29,29,1080,Healthy,27.7,,2022
30,30,1081,Healthy,21.6,,2022
31,31,1079,Healthy,25.4,,2022
32,32,1082,Healthy,27.9,,2022
33,33,1078,Healthy,28.5,,2022
34,34,1077,Healthy,23.4,,2022
35,35,1076,Some distress,12.1,,2022
36,36,1075,Healthy,26.4,,2022
37,37,1002,Healthy,23.8,,2022
38,38,1001,Healthy,20.9,,2022
39,39,1003,Healthy,24.5,,2022
40,40,1004,Healthy,26.6,,2022
41,41,1005,Healthy,27.1,,2022
42,42,1006,Healthy,32.8,,2022
43,43,1007,Healthy,18.9,,2022
44,44,1008,Healthy,54.2,mult trunk 11.9 11.7 9.8 10.2 10.6,2022
45,45,1011,Some distress,20.1,4.9 6.6 8.6 mult stem,2022
46,46,1012,Some distress,18.3,,2022
47,47,1013,Healthy,29,spongy moth egg cases,2022
48,48,1014,Healthy,74.1,6.6 7.6 8.7 11.8 18.5 8.4 12.5,2022
49,49,1019,Healthy,24.3,10.4 15.5 8.4,2022
50,50,,Healthy,116,63.5 52.5,2022
51,51,376,Healthy,25,,2022
52,52,375,Healthy,41.3,,2022
53,53,385,Healthy,70.7,,2022
54,54,388,Healthy,8.8,,2022
55,55,388,Healthy,92.8,,2022
56,56,389,Healthy,61.2,,2022
57,57,387,Healthy,34.5,6.7 5.8 3.7 3.4 3.9 6.8 5.0,2022
58,58,390,Healthy,43.3,,2022
59,59,360,Healthy,51.7,,2022
60,60,357,Healthy,55.9,,2022
61,61,356,Healthy,61,20.1 7.2 33.7,2022
62,62,355,Healthy,43.8,,2022
63,63,354,Healthy,19.1,,2022
64,64,353,Healthy,49.9,,2022
65,65,1141,Healthy,53.4,,2022
66,66,1142,Healthy,21.4,,2022
67,67,1143,Healthy,51.1,17.2 9.8 8.5 15.6,2022
68,68,1144,Healthy,65.1,7.5 11.0 11.8 8.3 6.0 10.0 10.5,2022
69,69,1145,Healthy,76.8,11 11.5 8.8 11.8 8.7 5.5 6 13.5,2022
70,70,1148,Healthy,49.7,14.7 13 22,2022
71,71,1147,Healthy,41.6,3.6 7.3 4 11.4 5.2 2.5 7.6,2022
72,72,1148,Healthy,59.4,5.8 6.8 6.1 7.6 6.8 10 9.3 7,2022
73,73,1149,Healthy,21.8,,2022
74,74,1151,Healthy,17.9,,2022
75,75,1152,Healthy,16.7,,2022
76,76,,Healthy,4.7,new maple lib side academy,2022
77,77,,Healthy,5,,2022
78,78,1173,Healthy,46.6,,2022
79,79,1172,Healthy,41.1,,2022
80,80,1104,Healthy,5.6,,2022
81,81,1105,Healthy,5.9,,2022
82,82,1106,Healthy,5,,2022
83,83,1107,Healthy,4.7,,2022
84,84,1115,Some distress,38.5,,2022
85,85,1120,Extreme distress,29.3,,2022
86,86,1121,Healthy,40.5,,2022
87,87,1122,Healthy,60.4,,2022
88,88,1123,,63.5,,2022
89,89,1125,Healthy,21.4,,2022
90,90,1119,Healthy,55,26.4 28.6,2022
91,91,1118,Healthy,43.7,,2022
92,92,1117,Healthy,47.9,,2022
93,93,1124,Healthy,64.8,,2022
94,94,1224,Healthy,48.7,,2022
95,95,1190,Healthy,27.6,,2022
96,96,,Some distress,74.7,humphrey house across academy from k sign,2022
97,97,,Healthy,45,armored tree; front humphry; between blk locust,2022
98,98,,Extreme distress,75.9,humphry front; right black locust from street,2022
99,99,,Healthy,68.1,front humphry; 2nd tree on left of shrubbery,2022
100,100,,Healthy,88.5,37.1 51.4; blck locust front humphry near firehyd,2022
101,101,1196,Extreme distress,136.7,35.4 38.4 24.6 38.3,2022
102,102,1219,Some distress,70.5,spongy moth nest,2022
103,103,1218,Healthy,88.2,,2022
104,104,1217,Healthy,53.8,,2022
105,105,1225,Healthy,54.4,,2022
106,106,,Healthy,71.3,behind Humphrey house Next to faculty parking sign,2022
107,107,1228,Healthy,37.6,,2022
108,108,1229,Healthy,55.6,,2022
109,109,1232,Healthy,55.8,,2022
110,110,1230,Healthy,43.4,,2022
111,111,1231,Healthy,45.9,,2022
112,112,607,Healthy,73.8,,2022
113,113,610,Healthy,39.6,,2022
114,114,608,Healthy,59.9,,2022
115,115,609,Healthy,41.2,,2022
116,116,612,Healthy,29.7,,2022
117,117,615,Healthy,26.4,5.4 6.4 7.7 4.9,2022
118,118,616,Healthy,23.4,,2022
119,119,617,Some distress,64.6,9 8.3 3.9 7..2 8.3 6.7 10.5 6.2 4.5,2022
120,120,631,Healthy,31.9,,2022
121,121,630,Some distress,63.9,,2022
122,122,629,Some distress,78.2,,2022
123,123,628,Healthy,55.3,,2022
124,124,626,Some distress,48.8,,2022
125,125,625,Healthy,52.2,,2022
126,126,624,Healthy,49.1,,2022
127,127,618,Some distress,50.3,,2022
128,128,619,Healthy,25.4,,2022
129,129,621,Healthy,72.6,,2022
130,130,622,Healthy,54.8,,2022
131,131,623,Healthy,68,,2022
132,132,627,Healthy,63.5,,2022
133,133,634,Some distress,49,,2022
134,134,635,Healthy,49,,2022
135,135,636,Some distress,79.7,,2022
136,136,633,Healthy,38.6,,2022
137,137,632,Healthy,13,,2022
138,138,637,Healthy,90.8,,2022
139,139,639,Healthy,48.9,,2022
140,140,,Extreme distress,63.9,,2022
141,141,640,Some distress,77.7,,2022
142,142,641,Healthy,39.4,,2022
143,143,642,Extreme distress,28.6,,2022
144,144,643,Healthy,44.2,6.7 7.2 6 11.3 9.6 3.4,2022
145,145,650,Healthy,45,,2022
146,146,644,Healthy,13.9,,2022
147,147,645,Healthy,41.9,,2022
148,148,648,Some distress,86.2,,2022
149,149,647,Healthy,39.7,,2022
150,150,646,Healthy,25.9,,2022
151,151,651,Healthy,78.9,4.3 4.7 13.2 12.3 5.6 12 4.5 7.3 9.3 5.7,2022
152,152,688,Healthy,29.7,,2022
153,153,,Healthy,7.4,,2022
154,154,689,Healthy,15.9,,2022
155,155,687,Healthy,36.8,,2022
156,156,686,Healthy,42.2,,2022
157,157,684,Healthy,57.6,10 10.5 11.3 12.6 13.2,2022
158,158,685,Healthy,37.2,14.8 8 9.5 4.9,2022
159,159,692,Healthy,66.8,,2022
160,160,693,Healthy,80.4,,2022
161,161,691,Some distress,58.6,,2022
162,162,710,Healthy,23.7,,2022
163,163,711,Healthy,56.3,,2022
164,164,712,Healthy,66.9,,2022
165,165,720,Healthy,82.9,,2022
166,166,719,Healthy,27.8,,2022
167,167,709,Extreme distress,18.2,,2022
168,168,708,Healthy,29.3,,2022
169,169,704,Healthy,23,,2022
170,170,705,Some distress,48.2,,2022
171,171,707,Healthy,56.5,,2022
172,172,706,Healthy,82.8,,2022
173,173,717,Healthy,18.3,,2022
174,174,718,Healthy,53.2,,2022
175,175,714,Healthy,27.7,,2022
176,176,715,Healthy,20.7,,2022
177,177,718,Healthy,77.7,,2022
178,178,733,Healthy,40,,2022
179,179,732,Healthy,33.1,,2022
180,180,731,Healthy,34.4,,2022
181,181,730,Healthy,36.7,,2022
182,182,729,Healthy,35.7,,2022
183,183,728,Healthy,16.2,,2022
184,184,727,Healthy,20.1,,2022
185,185,726,Some distress,24.3,,2022
186,186,725,Healthy,34.5,,2022
187,187,724,Healthy,37.2,,2022
188,188,723,Healthy,21,,2022
189,189,722,Healthy,51.3,,2022
190,190,721,Healthy,47,,2022
191,191,694,Healthy,72.3,,2022
192,192,695,Healthy,93.8,,2022
193,193,696,Healthy,21.6,,2022
194,194,697,Healthy,28.5,7 7.5 6.3 7.7,2022
195,195,699,Healthy,98.7,,2022
196,196,,Healthy,68.1,,2022
197,197,737,Healthy,78.7,,2022
198,198,736,Healthy,19.8,,2022
199,199,735,Healthy,78.4,,2022
200,200,734,Healthy,19.8,,2022
201,201,698,Healthy,20.8,6.8 8.2 4.1 1.7,2022
202,202,700,Healthy,31.3,,2022
203,203,711,Healthy,19.9,,2022
204,204,702,Healthy,40,5.3 4.8 5.3 6/2 7,2022
205,205,782,Healthy,18.4,,2022
206,206,783,Healthy,34.8,,2022
207,207,763,Healthy,12.3,,2022
208,208,789,Healthy,72.2,,2022
209,209,788,Healthy,35.4,,2022
210,210,762,Healthy,16.7,,2022
211,211,761,Healthy,31.7,,2022
212,212,785,Healthy,65.2,,2022
213,213,775,Healthy,133.9,,2022
214,214,774,Healthy,75.3,,2022
215,215,772,Healthy,30.7,,2022
216,216,777,Healthy,34.2,,2022
217,217,771,Healthy,47.7,,2022
218,218,780,Healthy,27.7,,2022
219,219,779,Healthy,106.2,,2022
220,220,778,Healthy,84.1,,2022
221,221,781,Healthy,50.6,,2022
222,222,776,Healthy,83.4,,2022
223,223,786,Healthy,65.5,,2022
224,224,787,Healthy,37.8,,2022
225,225,790,Some distress,98.8,,2022
226,226,760,Healthy,89.1,,2022
227,227,791,Healthy,62.3,,2022
228,228,792,Healthy,16.8,,2022
229,229,793,Healthy,7.3,,2022
230,230,796,Some distress,76.1,,2022
231,231,797,Some distress,76.2,,2022
232,232,795,Some distress,79.3,,2022
233,233,794,Healthy,44.6,,2022
234,234,813,Healthy,71.8,,2022
235,235,812,Healthy,49.3,,2022
236,236,993,Healthy,9.3,,2022
237,237,802,Healthy,31.1,,2022
238,238,801,Healthy,46.3,,2022
239,239,764,Healthy,26.3,4.8 8.1 3.3 4.9 5.2,2022
240,240,765,Healthy,31.8,4.2 4.2 4.1 6.3 8.3 4.7,2022
241,241,766,Healthy,24.3,4.1 5.1 6.1 2.1 6.9,2022
242,242,767,Healthy,20.5,7.5 4 4.1 4.9,2022
243,243,809,Healthy,39.2,,2022
244,244,810,Healthy,57.9,,2022
245,245,803,Healthy,84.8,,2022
246,246,804,Healthy,92,,2022
247,247,803,Healthy,105.2,,2022
248,248,807,Healthy,78,,2022
249,249,768,Healthy,23.5,,2022
250,250,806,Healthy,25.8,,2022
251,251,805,Healthy,38.7,,2022
252,252,816,Healthy,85.7,,2022
253,253,814,Healthy,77.4,,2022
254,254,815,Healthy,76.2,,2022
255,255,820,Healthy,28.3,,2022
256,256,817,Some distress,40.4,,2022
257,257,992,Healthy,66.7,,2022
258,258,991,Healthy,98,,2022
259,259,854,Healthy,112,,2022
260,260,846,Healthy,28.8,,2022
261,261,845,Healthy,64,,2022
262,262,847,Healthy,22.2,,2022
263,263,844,Healthy,81.3,,2022
264,264,843,Healthy,38,,2022
265,265,851,Healthy,24.9,,2022
266,266,850,Some distress,95.3,,2022
267,267,849,Healthy,99.5,,2022
268,268,848,Healthy,36,,2022
269,269,,Healthy,9.6,,2022
270,270,308,Healthy,66.3,,2022
271,271,307,Healthy,151.9,,2022
272,272,306,Healthy,63.9,,2022
273,273,305,Healthy,38.5,,2022
274,274,304,Healthy,51.5,,2022
275,275,303,Extreme distress,61.5,,2022
276,276,302,Healthy,52.5,,2022
277,277,301,Healthy,30.1,,2022
278,278,300,Healthy,16.3,,2022
279,279,299,Some distress,38,,2022
280,280,290,Healthy,25.3,,2022
281,281,291,Healthy,68.3,,2022
282,282,,Some distress,26.8,,2022
283,283,288,Extreme distress,34.2,,2022
284,284,292,Healthy,24.6,,2022
285,285,285,Healthy,57,,2022
286,286,284,Healthy,56.1,,2022
287,287,286,Healthy,21.1,,2022
288,288,287,Healthy,20.5,,2022
289,289,294,Healthy,63.2,,2022
290,290,293,Healthy,22,,2022
291,291,281,Healthy,21.2,,2022
292,292,290,Some distress,23.7,,2022
293,293,279,Some distress,24.5,,2022
294,294,283,Healthy,44.4,,2022
295,295,282,Healthy,70.5,,2022
296,296,278,Healthy,67.1,,2022
297,297,276,Some distress,14.8,,2022
298,298,269,Some distress,23.2,,2022
299,299,270,Healthy,19.8,,2022
300,300,277,Some distress,14.8,,2022
301,301,271,Some distress,69.7,,2022
302,302,272,Healthy,32.9,,2022
303,303,273,Healthy,26.6,,2022
304,304,274,Healthy,28.8,,2022
305,305,275,Healthy,28.9,,2022
306,306,268,Healthy,58.7,,2022
307,307,267,Healthy,61.8,,2022
308,308,266,Healthy,44.8,,2022
309,309,264,Some distress,117.5,40.5 36.5 40.5,2022
310,310,263,Healthy,40.2,,2022
311,311,265,Healthy,72,,2022
312,312,262,Healthy,59.1,,2022
313,313,261,Some distress,64.8,,2022
314,314,,Healthy,42.8,,2022
